Date/Time,DIVA PERIMETER ZONE:Zone Mean Air Temperature [C](Hourly),InteriorLights:Electricity [kWh](Hourly),InteriorEquipment:Electricity [kWh](Hourly),Heating:EnergyTransfer [kW](Hourly),Cooling:EnergyTransfer [ton-hr](Hourly)  
 07/29  04:00:00,18.48,0.0,0.0,0.0,0.0
 07/29  05:00:00,17.77,0.0,0.0,0.0,0.0
 07/29  06:00:00,17.25,0.0,0.0,0.0,0.0
 07/29  07:00:00,17.23,0.04,0.01,0.0,0.0
 07/29  08:00:00,21.95,0.04,0.01,1.33,0.0
 07/29  09:00:00,22.0,0.12,0.04,0.69,0.0
 07/29  10:00:00,22.0,0.12,0.04,0.31,0.0
 07/29  11:00:00,22.0,0.12,0.04,0.08,0.0
 07/29  12:00:00,22.05,0.12,0.04,0.01,0.0
 07/29  13:00:00,22.0,0.04,0.01,0.04,0.0
 07/29  14:00:00,22.2,0.04,0.01,0.0,0.0
 07/29  15:00:00,22.77,0.04,0.01,0.0,0.0
 07/29  16:00:00,23.32,0.04,0.01,0.0,0.0
 07/29  17:00:00,23.69,0.04,0.01,0.0,0.0
 07/29  18:00:00,23.63,0.0,0.0,0.0,0.0
 07/29  19:00:00,23.64,0.0,0.0,0.0,0.0
 07/29  20:00:00,23.36,0.0,0.0,0.0,0.0
 07/29  21:00:00,22.81,0.0,0.0,0.0,0.0
 07/29  22:00:00,22.15,0.0,0.0,0.0,0.0
 07/29  23:00:00,21.46,0.0,0.0,0.0,0.0
 07/29  24:00:00,20.78,0.0,0.0,0.0,0.0
 07/30  01:00:00,20.1,0.0,0.0,0.0,0.0
 07/30  02:00:00,19.5,0.0,0.0,0.0,0.0
 07/30  03:00:00,18.97,0.0,0.0,0.0,0.0
 07/30  04:00:00,18.5,0.0,0.0,0.0,0.0
 07/30  05:00:00,18.09,0.0,0.0,0.0,0.0
 07/30  06:00:00,17.75,0.0,0.0,0.0,0.0
 07/30  07:00:00,17.51,0.0,0.0,0.0,0.0
 07/30  08:00:00,21.96,0.0,0.0,1.27,0.0
 07/30  09:00:00,22.0,0.0,0.0,0.79,0.0
 07/30  10:00:00,22.0,0.0,0.0,0.46,0.0
 07/30  11:00:00,22.0,0.0,0.0,0.18,0.0
 07/30  12:00:00,22.12,0.0,0.0,0.01,0.0
 07/30  13:00:00,22.92,0.0,0.0,0.0,0.0
 07/30  14:00:00,23.83,0.0,0.0,0.0,0.0
 07/30  15:00:00,24.64,0.0,0.0,0.0,0.0
 07/30  16:00:00,25.23,0.0,0.0,0.0,0.0
 07/30  17:00:00,25.44,0.0,0.0,0.0,0.0
 07/30  18:00:00,25.27,0.0,0.0,0.0,0.0
 07/30  19:00:00,24.83,0.0,0.0,0.0,0.0
 07/30  20:00:00,24.24,0.0,0.0,0.0,0.0
 07/30  21:00:00,23.57,0.0,0.0,0.0,0.0
 07/30  22:00:00,22.8,0.0,0.0,0.0,0.0
 07/30  23:00:00,22.06,0.0,0.0,0.0,0.0
 07/30  24:00:00,21.37,0.0,0.0,0.0,0.0
 07/31  01:00:00,20.7,0.0,0.0,0.0,0.0
 07/31  02:00:00,20.05,0.0,0.0,0.0,0.0
 07/31  03:00:00,19.45,0.0,0.0,0.0,0.0
 07/31  04:00:00,18.88,0.0,0.0,0.0,0.0
 07/31  05:00:00,18.34,0.0,0.0,0.0,0.0
 07/31  06:00:00,17.85,0.0,0.0,0.0,0.0
 07/31  07:00:00,17.68,0.04,0.01,0.0,0.0
 07/31  08:00:00,21.96,0.08,0.03,1.24,0.0
 07/31  09:00:00,22.0,0.38,0.13,0.42,0.0
 07/31  10:00:00,22.0,0.38,0.13,0.11,0.0
 07/31  11:00:00,22.55,0.38,0.13,0.0,0.0
 07/31  12:00:00,23.65,0.38,0.13,0.0,0.0
 07/31  13:00:00,23.94,0.2,0.07,0.0,0.0
 07/31  14:00:00,25.58,0.38,0.13,0.0,0.0
 07/31  15:00:00,26.0,0.38,0.13,0.0,0.01
 07/31  16:00:00,26.0,0.38,0.13,0.0,0.03
 07/31  17:00:00,26.0,0.38,0.13,0.0,0.04
 07/31  18:00:00,26.61,0.12,0.04,0.0,0.0
 07/31  19:00:00,26.07,0.04,0.01,0.0,0.0
 07/31  20:00:00,25.42,0.04,0.01,0.0,0.0
 07/31  21:00:00,24.6,0.02,0.01,0.0,0.0
 07/31  22:00:00,23.78,0.02,0.01,0.0,0.0
 07/31  23:00:00,22.92,0.02,0.01,0.0,0.0
 07/31  24:00:00,22.05,0.02,0.01,0.0,0.0
 08/01  01:00:00,21.11,0.0,0.0,0.0,0.0
 08/01  02:00:00,20.27,0.0,0.0,0.0,0.0
 08/01  03:00:00,19.47,0.0,0.0,0.0,0.0
 08/01  04:00:00,18.73,0.0,0.0,0.0,0.0
 08/01  05:00:00,18.05,0.0,0.0,0.0,0.0
 08/01  06:00:00,17.47,0.0,0.0,0.0,0.0
 08/01  07:00:00,17.54,0.04,0.01,0.0,0.0
 08/01  08:00:00,21.96,0.08,0.03,1.16,0.0
 08/01  09:00:00,22.0,0.38,0.13,0.25,0.0
 08/01  10:00:00,22.43,0.38,0.13,0.0,0.0
 08/01  11:00:00,23.51,0.38,0.13,0.0,0.0
 08/01  12:00:00,24.68,0.38,0.13,0.0,0.0
 08/01  13:00:00,25.17,0.2,0.07,0.0,0.0
 08/01  14:00:00,26.0,0.38,0.13,0.0,0.02
 08/01  15:00:00,26.0,0.38,0.13,0.0,0.03
 08/01  16:00:00,26.0,0.38,0.13,0.0,0.05
 08/01  17:00:00,26.0,0.38,0.13,0.0,0.06
 08/01  18:00:00,27.8,0.12,0.04,0.0,0.0
 08/01  19:00:00,27.91,0.04,0.01,0.0,0.0
 08/01  20:00:00,27.71,0.04,0.01,0.0,0.0
 08/01  21:00:00,27.14,0.02,0.01,0.0,0.0
 08/01  22:00:00,26.51,0.02,0.01,0.0,0.0
 08/01  23:00:00,25.78,0.02,0.01,0.0,0.0
 08/01  24:00:00,24.96,0.02,0.01,0.0,0.0
 08/02  01:00:00,24.0,0.0,0.0,0.0,0.0
 08/02  02:00:00,23.11,0.0,0.0,0.0,0.0
 08/02  03:00:00,22.26,0.0,0.0,0.0,0.0
 08/02  04:00:00,21.42,0.0,0.0,0.0,0.0
 08/02  05:00:00,20.7,0.0,0.0,0.0,0.0
 08/02  06:00:00,20.12,0.0,0.0,0.0,0.0
 08/02  07:00:00,20.01,0.04,0.01,0.0,0.0
 08/02  08:00:00,21.99,0.08,0.03,0.41,0.0
 08/02  09:00:00,22.95,0.38,0.13,0.0,0.0
 08/02  10:00:00,24.3,0.38,0.13,0.0,0.0
 08/02  11:00:00,25.66,0.38,0.13,0.0,0.0
 08/02  12:00:00,26.0,0.38,0.13,0.0,0.03
 08/02  13:00:00,26.0,0.2,0.07,0.0,0.03
 08/02  14:00:00,26.0,0.38,0.13,0.0,0.07
 08/02  15:00:00,26.0,0.38,0.13,0.0,0.09
 08/02  16:00:00,26.0,0.38,0.13,0.0,0.1
 08/02  17:00:00,26.0,0.38,0.13,0.0,0.11
 08/02  18:00:00,29.48,0.12,0.04,0.0,0.0
 08/02  19:00:00,30.14,0.04,0.01,0.0,0.0
 08/02  20:00:00,29.97,0.04,0.01,0.0,0.0
 08/02  21:00:00,29.32,0.02,0.01,0.0,0.0
 08/02  22:00:00,28.56,0.02,0.01,0.0,0.0
 08/02  23:00:00,27.73,0.02,0.01,0.0,0.0
 08/02  24:00:00,26.86,0.02,0.01,0.0,0.0
 08/03  01:00:00,25.85,0.0,0.0,0.0,0.0
 08/03  02:00:00,24.94,0.0,0.0,0.0,0.0
 08/03  03:00:00,24.12,0.0,0.0,0.0,0.0
 08/03  04:00:00,23.34,0.0,0.0,0.0,0.0
 08/03  05:00:00,22.64,0.0,0.0,0.0,0.0
 08/03  06:00:00,22.08,0.0,0.0,0.0,0.0
 08/03  07:00:00,21.97,0.04,0.01,0.0,0.0
 08/03  08:00:00,22.72,0.08,0.03,0.0,0.0
 08/03  09:00:00,25.45,0.38,0.13,0.0,0.0
 08/03  10:00:00,26.0,0.38,0.13,0.0,0.02
 08/03  11:00:00,26.0,0.38,0.13,0.0,0.03
 08/03  12:00:00,26.0,0.38,0.13,0.0,0.06
 08/03  13:00:00,26.0,0.2,0.07,0.0,0.06
 08/03  14:00:00,26.0,0.38,0.13,0.0,0.09
 08/03  15:00:00,26.0,0.38,0.13,0.0,0.11
 08/03  16:00:00,26.0,0.38,0.13,0.0,0.12
 08/03  17:00:00,26.0,0.38,0.13,0.0,0.12
 08/03  18:00:00,29.56,0.12,0.04,0.0,0.0
 08/03  19:00:00,30.16,0.04,0.01,0.0,0.0
 08/03  20:00:00,30.03,0.04,0.01,0.0,0.0
 08/03  21:00:00,29.51,0.02,0.01,0.0,0.0
 08/03  22:00:00,28.9,0.02,0.01,0.0,0.0
 08/03  23:00:00,28.14,0.02,0.01,0.0,0.0
 08/03  24:00:00,27.36,0.02,0.01,0.0,0.0
 08/04  01:00:00,26.52,0.0,0.0,0.0,0.0
 08/04  02:00:00,25.73,0.0,0.0,0.0,0.0
 08/04  03:00:00,24.95,0.0,0.0,0.0,0.0
 08/04  04:00:00,24.18,0.0,0.0,0.0,0.0
 08/04  05:00:00,23.52,0.0,0.0,0.0,0.0
 08/04  06:00:00,22.96,0.0,0.0,0.0,0.0
 08/04  07:00:00,22.75,0.04,0.01,0.0,0.0
 08/04  08:00:00,23.13,0.08,0.03,0.0,0.0
 08/04  09:00:00,25.24,0.38,0.13,0.0,0.0
 08/04  10:00:00,26.0,0.38,0.13,0.0,0.02
 08/04  11:00:00,26.0,0.38,0.13,0.0,0.04
 08/04  12:00:00,26.0,0.38,0.13,0.0,0.06
 08/04  13:00:00,26.0,0.2,0.07,0.0,0.07
 08/04  14:00:00,26.0,0.38,0.13,0.0,0.1
 08/04  15:00:00,26.0,0.38,0.13,0.0,0.11
 08/04  16:00:00,26.0,0.38,0.13,0.0,0.12
 08/04  17:00:00,26.0,0.38,0.13,0.0,0.12
 08/04  18:00:00,29.54,0.12,0.04,0.0,0.0
 08/04  19:00:00,29.97,0.04,0.01,0.0,0.0
 08/04  20:00:00,29.74,0.04,0.01,0.0,0.0
 08/04  21:00:00,29.12,0.02,0.01,0.0,0.0
 08/04  22:00:00,28.38,0.02,0.01,0.0,0.0
 08/04  23:00:00,27.62,0.02,0.01,0.0,0.0
 08/04  24:00:00,26.86,0.02,0.01,0.0,0.0
 08/05  01:00:00,26.0,0.0,0.0,0.0,0.0
 08/05  02:00:00,25.22,0.0,0.0,0.0,0.0
 08/05  03:00:00,24.52,0.0,0.0,0.0,0.0
 08/05  04:00:00,23.85,0.0,0.0,0.0,0.0
 08/05  05:00:00,23.24,0.0,0.0,0.0,0.0
 08/05  06:00:00,22.71,0.0,0.0,0.0,0.0
 08/05  07:00:00,22.59,0.04,0.01,0.0,0.0
 08/05  08:00:00,22.74,0.04,0.01,0.0,0.0
 08/05  09:00:00,23.78,0.12,0.04,0.0,0.0
 08/05  10:00:00,24.8,0.12,0.04,0.0,0.0
 08/05  11:00:00,25.8,0.12,0.04,0.0,0.0
 08/05  12:00:00,26.0,0.12,0.04,0.0,0.02
 08/05  13:00:00,26.0,0.04,0.01,0.0,0.03
 08/05  14:00:00,26.0,0.04,0.01,0.0,0.04
 08/05  15:00:00,26.0,0.04,0.01,0.0,0.05
 08/05  16:00:00,26.0,0.04,0.01,0.0,0.05
 08/05  17:00:00,26.0,0.04,0.01,0.0,0.05
 08/05  18:00:00,27.81,0.0,0.0,0.0,0.0
 08/05  19:00:00,28.29,0.0,0.0,0.0,0.0
 08/05  20:00:00,28.16,0.0,0.0,0.0,0.0
 08/05  21:00:00,27.76,0.0,0.0,0.0,0.0
 08/05  22:00:00,27.25,0.0,0.0,0.0,0.0
 08/05  23:00:00,26.69,0.0,0.0,0.0,0.0
 08/05  24:00:00,26.09,0.0,0.0,0.0,0.0
 08/06  01:00:00,25.46,0.0,0.0,0.0,0.0
 08/06  02:00:00,24.83,0.0,0.0,0.0,0.0
 08/06  03:00:00,24.22,0.0,0.0,0.0,0.0
 08/06  04:00:00,23.6,0.0,0.0,0.0,0.0
 08/06  05:00:00,23.06,0.0,0.0,0.0,0.0
 08/06  06:00:00,22.62,0.0,0.0,0.0,0.0
 08/06  07:00:00,22.38,0.0,0.0,0.0,0.0
 08/06  08:00:00,22.44,0.0,0.0,0.0,0.0
 08/06  09:00:00,22.81,0.0,0.0,0.0,0.0
 08/06  10:00:00,23.45,0.0,0.0,0.0,0.0
 08/06  11:00:00,24.13,0.0,0.0,0.0,0.0
 08/06  12:00:00,24.79,0.0,0.0,0.0,0.0
 08/06  13:00:00,25.57,0.0,0.0,0.0,0.0
 08/06  14:00:00,26.0,0.0,0.0,0.0,0.01
 08/06  15:00:00,26.0,0.0,0.0,0.0,0.02
 08/06  16:00:00,26.0,0.0,0.0,0.0,0.03
 08/06  17:00:00,26.0,0.0,0.0,0.0,0.03
 08/06  18:00:00,27.53,0.0,0.0,0.0,0.0
 08/06  19:00:00,27.91,0.0,0.0,0.0,0.0
 08/06  20:00:00,27.73,0.0,0.0,0.0,0.0
 08/06  21:00:00,27.24,0.0,0.0,0.0,0.0
 08/06  22:00:00,26.61,0.0,0.0,0.0,0.0
 08/06  23:00:00,25.87,0.0,0.0,0.0,0.0
 08/06  24:00:00,25.06,0.0,0.0,0.0,0.0
 08/07  01:00:00,24.2,0.0,0.0,0.0,0.0
 08/07  02:00:00,23.31,0.0,0.0,0.0,0.0
 08/07  03:00:00,22.4,0.0,0.0,0.0,0.0
 08/07  04:00:00,21.47,0.0,0.0,0.0,0.0
 08/07  05:00:00,20.65,0.0,0.0,0.0,0.0
 08/07  06:00:00,19.97,0.0,0.0,0.0,0.0
 08/07  07:00:00,19.72,0.04,0.01,0.0,0.0
 08/07  08:00:00,21.99,0.08,0.03,0.55,0.0
 08/07  09:00:00,22.52,0.38,0.13,0.0,0.0
 08/07  10:00:00,23.62,0.38,0.13,0.0,0.0
 08/07  11:00:00,24.77,0.38,0.13,0.0,0.0
 08/07  12:00:00,25.81,0.38,0.13,0.0,0.0
 08/07  13:00:00,26.0,0.2,0.07,0.0,0.01
 08/07  14:00:00,26.0,0.38,0.13,0.0,0.04
 08/07  15:00:00,26.0,0.38,0.13,0.0,0.06
 08/07  16:00:00,26.0,0.38,0.13,0.0,0.07
 08/07  17:00:00,26.0,0.38,0.13,0.0,0.08
 08/07  18:00:00,28.53,0.12,0.04,0.0,0.0
 08/07  19:00:00,28.8,0.04,0.01,0.0,0.0
 08/07  20:00:00,28.6,0.04,0.01,0.0,0.0
 08/07  21:00:00,28.01,0.02,0.01,0.0,0.0
 08/07  22:00:00,27.33,0.02,0.01,0.0,0.0
 08/07  23:00:00,26.55,0.02,0.01,0.0,0.0
 08/07  24:00:00,25.69,0.02,0.01,0.0,0.0
 08/08  01:00:00,24.7,0.0,0.0,0.0,0.0
 08/08  02:00:00,23.79,0.0,0.0,0.0,0.0
 08/08  03:00:00,22.96,0.0,0.0,0.0,0.0
 08/08  04:00:00,22.16,0.0,0.0,0.0,0.0
 08/08  05:00:00,21.43,0.0,0.0,0.0,0.0
 08/08  06:00:00,20.8,0.0,0.0,0.0,0.0
 08/08  07:00:00,20.59,0.04,0.01,0.0,0.0
 08/08  08:00:00,22.0,0.08,0.03,0.27,0.0
 08/08  09:00:00,23.25,0.38,0.13,0.0,0.0
 08/08  10:00:00,24.58,0.38,0.13,0.0,0.0
 08/08  11:00:00,25.8,0.38,0.13,0.0,0.0
 08/08  12:00:00,26.0,0.38,0.13,0.0,0.03
 08/08  13:00:00,26.0,0.2,0.07,0.0,0.03
 08/08  14:00:00,26.0,0.38,0.13,0.0,0.07
 08/08  15:00:00,26.0,0.38,0.13,0.0,0.09
 08/08  16:00:00,26.0,0.38,0.13,0.0,0.1
 08/08  17:00:00,26.0,0.38,0.13,0.0,0.1
 08/08  18:00:00,28.65,0.12,0.04,0.0,0.0
 08/08  19:00:00,28.58,0.04,0.01,0.0,0.0
 08/08  20:00:00,28.23,0.04,0.01,0.0,0.0
 08/08  21:00:00,27.68,0.02,0.01,0.0,0.0
 08/08  22:00:00,27.1,0.02,0.01,0.0,0.0
 08/08  23:00:00,26.5,0.02,0.01,0.0,0.0
 08/08  24:00:00,25.92,0.02,0.01,0.0,0.0
 08/09  01:00:00,25.23,0.0,0.0,0.0,0.0
 08/09  02:00:00,24.6,0.0,0.0,0.0,0.0
 08/09  03:00:00,24.0,0.0,0.0,0.0,0.0
 08/09  04:00:00,23.4,0.0,0.0,0.0,0.0
 08/09  05:00:00,22.79,0.0,0.0,0.0,0.0
 08/09  06:00:00,22.21,0.0,0.0,0.0,0.0
 08/09  07:00:00,21.96,0.04,0.01,0.0,0.0
 08/09  08:00:00,22.16,0.08,0.03,0.0,0.0
 08/09  09:00:00,24.14,0.38,0.13,0.0,0.0
 08/09  10:00:00,25.44,0.38,0.13,0.0,0.0
 08/09  11:00:00,26.0,0.38,0.13,0.0,0.01
 08/09  12:00:00,26.0,0.38,0.13,0.0,0.03
 08/09  13:00:00,26.0,0.2,0.07,0.0,0.03
 08/09  14:00:00,26.0,0.38,0.13,0.0,0.06
 08/09  15:00:00,26.0,0.38,0.13,0.0,0.08
 08/09  16:00:00,26.0,0.38,0.13,0.0,0.09
 08/09  17:00:00,26.0,0.38,0.13,0.0,0.09
 08/09  18:00:00,28.39,0.12,0.04,0.0,0.0
 08/09  19:00:00,28.21,0.04,0.01,0.0,0.0
 08/09  20:00:00,27.68,0.04,0.01,0.0,0.0
 08/09  21:00:00,26.88,0.02,0.01,0.0,0.0
 08/09  22:00:00,25.99,0.02,0.01,0.0,0.0
 08/09  23:00:00,25.12,0.02,0.01,0.0,0.0
 08/09  24:00:00,24.29,0.02,0.01,0.0,0.0
 08/10  01:00:00,23.39,0.0,0.0,0.0,0.0
 08/10  02:00:00,22.63,0.0,0.0,0.0,0.0
 08/10  03:00:00,22.0,0.0,0.0,0.0,0.0
 08/10  04:00:00,21.47,0.0,0.0,0.0,0.0
 08/10  05:00:00,20.99,0.0,0.0,0.0,0.0
 08/10  06:00:00,20.56,0.0,0.0,0.0,0.0
 08/10  07:00:00,20.49,0.04,0.01,0.0,0.0
 08/10  08:00:00,21.99,0.08,0.03,0.3,0.0
 08/10  09:00:00,22.99,0.38,0.13,0.0,0.0
 08/10  10:00:00,24.0,0.38,0.13,0.0,0.0
 08/10  11:00:00,24.86,0.38,0.13,0.0,0.0
 08/10  12:00:00,25.61,0.38,0.13,0.0,0.0
 08/10  13:00:00,25.31,0.2,0.07,0.0,0.0
 08/10  14:00:00,25.96,0.38,0.13,0.0,0.01
 08/10  15:00:00,26.0,0.38,0.13,0.0,0.02
 08/10  16:00:00,26.0,0.38,0.13,0.0,0.02
 08/10  17:00:00,26.0,0.38,0.13,0.0,0.02
 08/10  18:00:00,26.03,0.12,0.04,0.0,0.0
 08/10  19:00:00,25.31,0.04,0.01,0.0,0.0
 08/10  20:00:00,24.65,0.04,0.01,0.0,0.0
 08/10  21:00:00,23.86,0.02,0.01,0.0,0.0
 08/10  22:00:00,23.09,0.02,0.01,0.0,0.0
 08/10  23:00:00,22.33,0.02,0.01,0.0,0.0
 08/10  24:00:00,21.59,0.02,0.01,0.0,0.0
 08/11  01:00:00,20.75,0.0,0.0,0.0,0.0
 08/11  02:00:00,19.96,0.0,0.0,0.0,0.0
 08/11  03:00:00,19.2,0.0,0.0,0.0,0.0
 08/11  04:00:00,18.45,0.0,0.0,0.0,0.0
 08/11  05:00:00,17.77,0.0,0.0,0.0,0.0
 08/11  06:00:00,17.19,0.0,0.0,0.0,0.0
 08/11  07:00:00,17.04,0.04,0.01,0.0,0.0
 08/11  08:00:00,21.95,0.08,0.03,1.39,0.0
 08/11  09:00:00,22.0,0.38,0.13,0.4,0.0
 08/11  10:00:00,22.18,0.38,0.13,0.03,0.0
 08/11  11:00:00,23.21,0.38,0.13,0.0,0.0
 08/11  12:00:00,24.48,0.38,0.13,0.0,0.0
 08/11  13:00:00,25.08,0.2,0.07,0.0,0.0
 08/11  14:00:00,26.0,0.38,0.13,0.0,0.02
 08/11  15:00:00,26.0,0.38,0.13,0.0,0.04
 08/11  16:00:00,26.0,0.38,0.13,0.0,0.06
 08/11  17:00:00,26.0,0.38,0.13,0.0,0.08
 08/11  18:00:00,28.26,0.12,0.04,0.0,0.0
 08/11  19:00:00,28.4,0.04,0.01,0.0,0.0
 08/11  20:00:00,28.08,0.04,0.01,0.0,0.0
 08/11  21:00:00,27.31,0.02,0.01,0.0,0.0
 08/11  22:00:00,26.41,0.02,0.01,0.0,0.0
 08/11  23:00:00,25.46,0.02,0.01,0.0,0.0
 08/11  24:00:00,24.49,0.02,0.01,0.0,0.0
 08/12  01:00:00,23.39,0.0,0.0,0.0,0.0
 08/12  02:00:00,22.34,0.0,0.0,0.0,0.0
 08/12  03:00:00,21.35,0.0,0.0,0.0,0.0
 08/12  04:00:00,20.37,0.0,0.0,0.0,0.0
 08/12  05:00:00,19.51,0.0,0.0,0.0,0.0
 08/12  06:00:00,18.79,0.0,0.0,0.0,0.0
 08/12  07:00:00,18.5,0.04,0.01,0.0,0.0
 08/12  08:00:00,21.97,0.04,0.01,0.98,0.0
 08/12  09:00:00,22.0,0.12,0.04,0.45,0.0
 08/12  10:00:00,22.0,0.12,0.04,0.13,0.0
 08/12  11:00:00,22.52,0.12,0.04,0.0,0.0
 08/12  12:00:00,23.61,0.12,0.04,0.0,0.0
 08/12  13:00:00,24.42,0.04,0.01,0.0,0.0
 08/12  14:00:00,25.47,0.04,0.01,0.0,0.0
 08/12  15:00:00,26.0,0.04,0.01,0.0,0.01
 08/12  16:00:00,26.0,0.04,0.01,0.0,0.02
 08/12  17:00:00,26.0,0.04,0.01,0.0,0.04
 08/12  18:00:00,27.81,0.0,0.0,0.0,0.0
 08/12  19:00:00,28.49,0.0,0.0,0.0,0.0
 08/12  20:00:00,28.35,0.0,0.0,0.0,0.0
 08/12  21:00:00,27.81,0.0,0.0,0.0,0.0
 08/12  22:00:00,27.14,0.0,0.0,0.0,0.0
 08/12  23:00:00,26.53,0.0,0.0,0.0,0.0
 08/12  24:00:00,26.03,0.0,0.0,0.0,0.0
 08/13  01:00:00,25.53,0.0,0.0,0.0,0.0
 08/13  02:00:00,24.95,0.0,0.0,0.0,0.0
 08/13  03:00:00,24.28,0.0,0.0,0.0,0.0
 08/13  04:00:00,23.58,0.0,0.0,0.0,0.0
 08/13  05:00:00,22.91,0.0,0.0,0.0,0.0
 08/13  06:00:00,22.26,0.0,0.0,0.0,0.0
 08/13  07:00:00,21.65,0.0,0.0,0.0,0.0
 08/13  08:00:00,22.0,0.0,0.0,0.14,0.0
 08/13  09:00:00,22.01,0.0,0.0,0.04,0.0
 08/13  10:00:00,22.42,0.0,0.0,0.0,0.0
 08/13  11:00:00,23.14,0.0,0.0,0.0,0.0
 08/13  12:00:00,23.86,0.0,0.0,0.0,0.0
 08/13  13:00:00,24.63,0.0,0.0,0.0,0.0
 08/13  14:00:00,25.36,0.0,0.0,0.0,0.0
 08/13  15:00:00,25.95,0.0,0.0,0.0,0.0
 08/13  16:00:00,26.0,0.0,0.0,0.0,0.01
 08/13  17:00:00,26.0,0.0,0.0,0.0,0.02
 08/13  18:00:00,27.24,0.0,0.0,0.0,0.0
 08/13  19:00:00,27.65,0.0,0.0,0.0,0.0
 08/13  20:00:00,27.49,0.0,0.0,0.0,0.0
 08/13  21:00:00,27.0,0.0,0.0,0.0,0.0
 08/13  22:00:00,26.35,0.0,0.0,0.0,0.0
 08/13  23:00:00,25.65,0.0,0.0,0.0,0.0
 08/13  24:00:00,24.9,0.0,0.0,0.0,0.0
 08/14  01:00:00,24.11,0.0,0.0,0.0,0.0
 08/14  02:00:00,23.35,0.0,0.0,0.0,0.0
 08/14  03:00:00,22.62,0.0,0.0,0.0,0.0
 08/14  04:00:00,21.9,0.0,0.0,0.0,0.0
 08/14  05:00:00,21.25,0.0,0.0,0.0,0.0
 08/14  06:00:00,20.69,0.0,0.0,0.0,0.0
 08/14  07:00:00,20.53,0.04,0.01,0.0,0.0
 08/14  08:00:00,21.99,0.08,0.03,0.28,0.0
 08/14  09:00:00,23.26,0.38,0.13,0.0,0.0
 08/14  10:00:00,24.5,0.38,0.13,0.0,0.0
 08/14  11:00:00,25.7,0.38,0.13,0.0,0.0
 08/14  12:00:00,26.0,0.38,0.13,0.0,0.03
 08/14  13:00:00,26.0,0.2,0.07,0.0,0.03
 08/14  14:00:00,26.0,0.38,0.13,0.0,0.07
 08/14  15:00:00,26.0,0.38,0.13,0.0,0.09
 08/14  16:00:00,26.0,0.38,0.13,0.0,0.11
 08/14  17:00:00,26.0,0.38,0.13,0.0,0.11
 08/14  18:00:00,29.23,0.12,0.04,0.0,0.0
 08/14  19:00:00,29.39,0.04,0.01,0.0,0.0
 08/14  20:00:00,29.07,0.04,0.01,0.0,0.0
 08/14  21:00:00,28.5,0.02,0.01,0.0,0.0
 08/14  22:00:00,27.88,0.02,0.01,0.0,0.0
 08/14  23:00:00,27.22,0.02,0.01,0.0,0.0
 08/14  24:00:00,26.55,0.02,0.01,0.0,0.0
 08/15  01:00:00,25.75,0.0,0.0,0.0,0.0
 08/15  02:00:00,25.09,0.0,0.0,0.0,0.0
 08/15  03:00:00,24.54,0.0,0.0,0.0,0.0
 08/15  04:00:00,24.03,0.0,0.0,0.0,0.0
 08/15  05:00:00,23.46,0.0,0.0,0.0,0.0
 08/15  06:00:00,22.83,0.0,0.0,0.0,0.0
 08/15  07:00:00,22.51,0.04,0.01,0.0,0.0
 08/15  08:00:00,22.71,0.08,0.03,0.0,0.0
 08/15  09:00:00,24.75,0.38,0.13,0.0,0.0
 08/15  10:00:00,25.89,0.38,0.13,0.0,0.01
 08/15  11:00:00,26.0,0.38,0.13,0.0,0.03
 08/15  12:00:00,26.0,0.38,0.13,0.0,0.05
 08/15  13:00:00,26.0,0.2,0.07,0.0,0.05
 08/15  14:00:00,26.0,0.38,0.13,0.0,0.08
 08/15  15:00:00,26.0,0.38,0.13,0.0,0.1
 08/15  16:00:00,26.0,0.38,0.13,0.0,0.11
 08/15  17:00:00,26.0,0.38,0.13,0.0,0.11
 08/15  18:00:00,28.93,0.12,0.04,0.0,0.0
 08/15  19:00:00,29.0,0.04,0.01,0.0,0.0
 08/15  20:00:00,28.64,0.04,0.01,0.0,0.0
 08/15  21:00:00,27.96,0.02,0.01,0.0,0.0
 08/15  22:00:00,27.18,0.02,0.01,0.0,0.0
 08/15  23:00:00,26.37,0.02,0.01,0.0,0.0
 08/15  24:00:00,25.57,0.02,0.01,0.0,0.0
 08/16  01:00:00,24.66,0.0,0.0,0.0,0.0
 08/16  02:00:00,23.78,0.0,0.0,0.0,0.0
 08/16  03:00:00,22.91,0.0,0.0,0.0,0.0
 08/16  04:00:00,22.03,0.0,0.0,0.0,0.0
 08/16  05:00:00,21.23,0.0,0.0,0.0,0.0
 08/16  06:00:00,20.53,0.0,0.0,0.0,0.0
 08/16  07:00:00,20.22,0.04,0.01,0.0,0.0
 08/16  08:00:00,21.99,0.08,0.03,0.42,0.0
 08/16  09:00:00,22.78,0.38,0.13,0.0,0.0
 08/16  10:00:00,23.84,0.38,0.13,0.0,0.0
 08/16  11:00:00,24.98,0.38,0.13,0.0,0.0
 08/16  12:00:00,25.94,0.38,0.13,0.0,0.01
 08/16  13:00:00,26.0,0.2,0.07,0.0,0.01
 08/16  14:00:00,26.0,0.38,0.13,0.0,0.05
 08/16  15:00:00,26.0,0.38,0.13,0.0,0.07
 08/16  16:00:00,26.0,0.38,0.13,0.0,0.09
 08/16  17:00:00,26.0,0.38,0.13,0.0,0.1
 08/16  18:00:00,28.92,0.12,0.04,0.0,0.0
