Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) ,,,,,
 01/19  05:00:00,2646728.732,0,72482.76,197568,,,,,
 01/19  06:00:00,9254840.751,0,144965.52,197568,,,,,
 01/19  07:00:00,6190298.569,0,144965.52,197568,,,,,
 01/19  08:00:00,4860958.944,0,434896.56,197568,,,,,
 01/19  09:00:00,5407208.327,0,1304689.68,444528,,,,,
 01/19  10:00:00,4883636.052,0,1304689.68,444528,,,,,
 01/19  11:00:00,4579636.771,0,1304689.68,444528,,,,,
 01/19  12:00:00,4366162.604,0,1304689.68,444528,,,,,
 01/19  13:00:00,3151668.652,0,1304689.68,395136,,,,,
 01/19  14:00:00,4145711.371,0,1304689.68,444528,,,,,
 01/19  15:00:00,4035820.709,0,1304689.68,444528,,,,,
 01/19  16:00:00,3975269.733,0,1304689.68,444528,,,,,
 01/19  17:00:00,3972943.87,0,1304689.68,444528,,,,,
 01/19  18:00:00,3622501.326,0,1014758.64,395136,,,,,
 01/19  19:00:00,3255012.313,0,724827.6,296352,,,,,
 01/19  20:00:00,0,0,724827.6,296352,,,,,
 01/19  21:00:00,0,0,434896.56,246960,,,,,
 01/19  22:00:00,233622.3173,0,434896.56,246960,,,,,
 01/19  23:00:00,1095035.74,0,144965.52,197568,,,,,
 01/19  24:00:00,1250892.392,0,72482.76,197568,,,,,
 01/20  01:00:00,1645116.4,0,72482.76,148176,,,,,
 01/20  02:00:00,1861311.803,0,72482.76,148176,,,,,
 01/20  03:00:00,1831248.046,0,72482.76,148176,,,,,
 01/20  04:00:00,2085725.539,0,72482.76,148176,,,,,
 01/20  05:00:00,2133463.229,0,72482.76,148176,,,,,
 01/20  06:00:00,1920901.512,0,72482.76,148176,,,,,
 01/20  07:00:00,8470003.149,0,144965.52,197568,,,,,
 01/20  08:00:00,5318643.148,0,144965.52,197568,,,,,
 01/20  09:00:00,4366915.595,0,724827.6,246960,,,,,
 01/20  10:00:00,3666561.779,0,724827.6,246960,,,,,
 01/20  11:00:00,3264061.322,0,724827.6,246960,,,,,
 01/20  12:00:00,3022020.848,0,724827.6,246960,,,,,
 01/20  13:00:00,2903611.669,0,724827.6,246960,,,,,
 01/20  14:00:00,2832314.463,0,724827.6,246960,,,,,
 01/20  15:00:00,2380611.603,0,217448.28,172872,,,,,
 01/20  16:00:00,2537316.12,0,217448.28,172872,,,,,
 01/20  17:00:00,2745462.58,0,217448.28,172872,,,,,
 01/20  18:00:00,0,0,72482.76,148176,,,,,
 01/20  19:00:00,0,0,72482.76,148176,,,,,
 01/20  20:00:00,67595.24744,0,72482.76,148176,,,,,
 01/20  21:00:00,782835.8666,0,72482.76,148176,,,,,
 01/20  22:00:00,1193599.578,0,72482.76,148176,,,,,
 01/20  23:00:00,1511212.33,0,72482.76,148176,,,,,
 01/20  24:00:00,1738541.586,0,72482.76,148176,,,,,
 01/21  01:00:00,1877256.67,0,72482.76,148176,,,,,
 01/21  02:00:00,1988699.186,0,72482.76,148176,,,,,
 01/21  03:00:00,2093080.295,0,72482.76,148176,,,,,
 01/21  04:00:00,2184937.023,0,72482.76,148176,,,,,
 01/21  05:00:00,2241536.114,0,72482.76,148176,,,,,
 01/21  06:00:00,2259244.828,0,72482.76,148176,,,,,
 01/21  07:00:00,2267778.333,0,72482.76,148176,,,,,
 01/21  08:00:00,2272865.527,0,72482.76,148176,,,,,
 01/21  09:00:00,2269449.065,0,72482.76,148176,,,,,
 01/21  10:00:00,2236622.784,0,72482.76,148176,,,,,
 01/21  11:00:00,2160848.554,0,72482.76,148176,,,,,
 01/21  12:00:00,2070558.765,0,72482.76,148176,,,,,
 01/21  13:00:00,1987130.559,0,72482.76,148176,,,,,
 01/21  14:00:00,1933022.85,0,72482.76,148176,,,,,
 01/21  15:00:00,1920758.014,0,72482.76,148176,,,,,
 01/21  16:00:00,1943948.479,0,72482.76,148176,,,,,
 01/21  17:00:00,2006378.902,0,72482.76,148176,,,,,
 01/21  18:00:00,2070739.471,0,72482.76,148176,,,,,
 01/21  19:00:00,2117891.375,0,72482.76,148176,,,,,
 01/21  20:00:00,2143603.603,0,72482.76,148176,,,,,
 01/21  21:00:00,2155396.604,0,72482.76,148176,,,,,
 01/21  22:00:00,2161325.263,0,72482.76,148176,,,,,
 01/21  23:00:00,2164705.402,0,72482.76,148176,,,,,
 01/21  24:00:00,2172988.668,0,72482.76,148176,,,,,
 01/22  01:00:00,2148760.113,0,72482.76,197568,,,,,
 01/22  02:00:00,2137952.676,0,72482.76,197568,,,,,
 01/22  03:00:00,2129261.659,0,72482.76,197568,,,,,
 01/22  04:00:00,2118572.427,0,72482.76,197568,,,,,
 01/22  05:00:00,2109387.292,0,72482.76,197568,,,,,
 01/22  06:00:00,8676730.091,0,144965.52,197568,,,,,
 01/22  07:00:00,5783118.177,0,144965.52,197568,,,,,
 01/22  08:00:00,4457360.604,0,434896.56,197568,,,,,
 01/22  09:00:00,4638856.846,0,1304689.68,444528,,,,,
 01/22  10:00:00,3955848.736,0,1304689.68,444528,,,,,
 01/22  11:00:00,3516853.765,0,1304689.68,444528,,,,,
 01/22  12:00:00,3173942.543,0,1304689.68,444528,,,,,
 01/22  13:00:00,2103829.584,0,1304689.68,395136,,,,,
 01/22  14:00:00,2669810.747,0,1304689.68,444528,,,,,
 01/22  15:00:00,2461429.953,0,1304689.68,444528,,,,,
 01/22  16:00:00,2290452.609,0,1304689.68,444528,,,,,
 01/22  17:00:00,2253090.298,0,1304689.68,444528,,,,,
 01/22  18:00:00,2064532.116,0,1014758.64,395136,,,,,
 01/22  19:00:00,1933848.232,0,724827.6,296352,,,,,
 01/22  20:00:00,0,0,724827.6,296352,,,,,
 01/22  21:00:00,0,0,434896.56,246960,,,,,
 01/22  22:00:00,0,0,434896.56,246960,,,,,
 01/22  23:00:00,0,0,144965.52,197568,,,,,
 01/22  24:00:00,73260.61168,0,72482.76,197568,,,,,
 01/23  01:00:00,824998.4832,0,72482.76,197568,,,,,
 01/23  02:00:00,1213352.873,0,72482.76,197568,,,,,
 01/23  03:00:00,1367678.711,0,72482.76,197568,,,,,
 01/23  04:00:00,1581479.802,0,72482.76,197568,,,,,
 01/23  05:00:00,1751588.555,0,72482.76,197568,,,,,
 01/23  06:00:00,8368659.935,0,144965.52,197568,,,,,
 01/23  07:00:00,5679113.692,0,144965.52,197568,,,,,
 01/23  08:00:00,4413569.533,0,434896.56,197568,,,,,
 01/23  09:00:00,4522515.606,0,1304689.68,444528,,,,,
 01/23  10:00:00,3786254.006,0,1304689.68,444528,,,,,
 01/23  11:00:00,3317098.712,0,1304689.68,444528,,,,,
 01/23  12:00:00,2956884.833,0,1304689.68,444528,,,,,
 01/23  13:00:00,1963525.494,0,1304689.68,395136,,,,,
 01/23  14:00:00,2678465.375,0,1304689.68,444528,,,,,
 01/23  15:00:00,2808773.173,0,1304689.68,444528,,,,,
 01/23  16:00:00,2997596.212,0,1304689.68,444528,,,,,
 01/23  17:00:00,2988747.144,0,1304689.68,444528,,,,,
 01/23  18:00:00,2591840.532,0,1014758.64,395136,,,,,
 01/23  19:00:00,2583961.572,0,724827.6,296352,,,,,
 01/23  20:00:00,0,0,724827.6,296352,,,,,
 01/23  21:00:00,0,0,434896.56,246960,,,,,
 01/23  22:00:00,0,0,434896.56,246960,,,,,
 01/23  23:00:00,0,0,144965.52,197568,,,,,
 01/23  24:00:00,140372.9264,0,72482.76,197568,,,,,
 01/24  01:00:00,685659.2474,0,72482.76,197568,,,,,
 01/24  02:00:00,990749.8717,0,72482.76,197568,,,,,
 01/24  03:00:00,1285614.134,0,72482.76,197568,,,,,
 01/24  04:00:00,1513334.647,0,72482.76,197568,,,,,
 01/24  05:00:00,1653330.482,0,72482.76,197568,,,,,
 01/24  06:00:00,8164890.011,0,144965.52,197568,,,,,
 01/24  07:00:00,5410917.367,0,144965.52,197568,,,,,
 01/24  08:00:00,4184579.369,0,434896.56,197568,,,,,
 01/24  09:00:00,4490669.386,0,1304689.68,444528,,,,,
 01/24  10:00:00,4027457.193,0,1304689.68,444528,,,,,
 01/24  11:00:00,3648072.737,0,1304689.68,444528,,,,,
 01/24  12:00:00,3323557.378,0,1304689.68,444528,,,,,
 01/24  13:00:00,2268762.464,0,1304689.68,395136,,,,,
 01/24  14:00:00,3137405.874,0,1304689.68,444528,,,,,
 01/24  15:00:00,3291484.88,0,1304689.68,444528,,,,,
 01/24  16:00:00,3494535.536,0,1304689.68,444528,,,,,
 01/24  17:00:00,3578801.74,0,1304689.68,444528,,,,,
 01/24  18:00:00,3220655.355,0,1014758.64,395136,,,,,
 01/24  19:00:00,2876049.517,0,724827.6,296352,,,,,
 01/24  20:00:00,0,0,724827.6,296352,,,,,
 01/24  21:00:00,0,0,434896.56,246960,,,,,
 01/24  22:00:00,0,0,434896.56,246960,,,,,
 01/24  23:00:00,542485.5555,0,144965.52,197568,,,,,
 01/24  24:00:00,1101719.221,0,72482.76,197568,,,,,
 01/25  01:00:00,1301684.706,0,72482.76,197568,,,,,
 01/25  02:00:00,1578886.743,0,72482.76,197568,,,,,
 01/25  03:00:00,1806031.316,0,72482.76,197568,,,,,
 01/25  04:00:00,1978302.215,0,72482.76,197568,,,,,
 01/25  05:00:00,2112403.172,0,72482.76,197568,,,,,
 01/25  06:00:00,8786242.508,0,144965.52,197568,,,,,
 01/25  07:00:00,6013982.859,0,144965.52,197568,,,,,
 01/25  08:00:00,4732271.278,0,434896.56,197568,,,,,
 01/25  09:00:00,4876947.757,0,1304689.68,444528,,,,,
 01/25  10:00:00,3407859.518,0,1304689.68,444528,,,,,
 01/25  11:00:00,2178962.764,0,1304689.68,444528,,,,,
 01/25  12:00:00,1318475.574,0,1304689.68,444528,,,,,
 01/25  13:00:00,52050.90212,0,1304689.68,395136,,,,,
 01/25  14:00:00,286564.4348,0,1304689.68,444528,,,,,
 01/25  15:00:00,0,0,1304689.68,444528,,,,,
 01/25  16:00:00,0,0,1304689.68,444528,,,,,
 01/25  17:00:00,639464.6428,0,1304689.68,444528,,,,,
 01/25  18:00:00,2038752.961,0,1014758.64,395136,,,,,
 01/25  19:00:00,2613269.246,0,724827.6,296352,,,,,
 01/25  20:00:00,0,0,724827.6,296352,,,,,
 01/25  21:00:00,0,0,434896.56,246960,,,,,
 01/25  22:00:00,629380.9067,0,434896.56,246960,,,,,
 01/25  23:00:00,1765254.547,0,144965.52,197568,,,,,
 01/25  24:00:00,2315134.759,0,72482.76,197568,,,,,
 01/26  01:00:00,2661519.614,0,72482.76,197568,,,,,
 01/26  02:00:00,2971070.353,0,72482.76,197568,,,,,
 01/26  03:00:00,3187586.227,0,72482.76,197568,,,,,
 01/26  04:00:00,3346523.982,0,72482.76,197568,,,,,
 01/26  05:00:00,3378071.416,0,72482.76,197568,,,,,
 01/26  06:00:00,10129519.71,0,144965.52,197568,,,,,
 01/26  07:00:00,7041079.215,0,144965.52,197568,,,,,
 01/26  08:00:00,5696046.4,0,434896.56,197568,,,,,
 01/26  09:00:00,6559969.75,0,1304689.68,444528,,,,,
 01/26  10:00:00,5865286.977,0,1304689.68,444528,,,,,
 01/26  11:00:00,5355719.106,0,1304689.68,444528,,,,,
 01/26  12:00:00,4904941.644,0,1304689.68,444528,,,,,
 01/26  13:00:00,3400030.796,0,1304689.68,395136,,,,,
 01/26  14:00:00,4360293.861,0,1304689.68,444528,,,,,
 01/26  15:00:00,4257426.286,0,1304689.68,444528,,,,,
 01/26  16:00:00,4212744.221,0,1304689.68,444528,,,,,
 01/26  17:00:00,4270087.514,0,1304689.68,444528,,,,,
 01/26  18:00:00,3954885.334,0,1014758.64,395136,,,,,
 01/26  19:00:00,3600569.31,0,724827.6,296352,,,,,
 01/26  20:00:00,0,0,724827.6,296352,,,,,
 01/26  21:00:00,0,0,434896.56,246960,,,,,
 01/26  22:00:00,301042.6513,0,434896.56,246960,,,,,
 01/26  23:00:00,1183625.54,0,144965.52,197568,,,,,
 01/26  24:00:00,1573656.389,0,72482.76,197568,,,,,
 01/27  01:00:00,1872863.601,0,72482.76,148176,,,,,
 01/27  02:00:00,2085514.005,0,72482.76,148176,,,,,
 01/27  03:00:00,2205713.015,0,72482.76,148176,,,,,
 01/27  04:00:00,2263918.751,0,72482.76,148176,,,,,
 01/27  05:00:00,2291580.157,0,72482.76,148176,,,,,
 01/27  06:00:00,2299877.688,0,72482.76,148176,,,,,
 01/27  07:00:00,9097968.761,0,144965.52,197568,,,,,
 01/27  08:00:00,5947034.27,0,144965.52,197568,,,,,
 01/27  09:00:00,5141862.078,0,724827.6,246960,,,,,
 01/27  10:00:00,4406620.413,0,724827.6,246960,,,,,
 01/27  11:00:00,4007334.26,0,724827.6,246960,,,,,
 01/27  12:00:00,3758416.037,0,724827.6,246960,,,,,
 01/27  13:00:00,3589100.039,0,724827.6,246960,,,,,
 01/27  14:00:00,3463024.694,0,724827.6,246960,,,,,
 01/27  15:00:00,2854638.876,0,217448.28,172872,,,,,
 01/27  16:00:00,2971067.841,0,217448.28,172872,,,,,
 01/27  17:00:00,3088934.438,0,217448.28,172872,,,,,
 01/27  18:00:00,0,0,72482.76,148176,,,,,
 01/27  19:00:00,0,0,72482.76,148176,,,,,
 01/27  20:00:00,341762.1114,0,72482.76,148176,,,,,
 01/27  21:00:00,1268979.596,0,72482.76,148176,,,,,
 01/27  22:00:00,1818941.87,0,72482.76,148176,,,,,
 01/27  23:00:00,2200995.533,0,72482.76,148176,,,,,
 01/27  24:00:00,2336370.79,0,72482.76,148176,,,,,
 01/28  01:00:00,2353042.644,0,72482.76,148176,,,,,
 01/28  02:00:00,2357341.861,0,72482.76,148176,,,,,
 01/28  03:00:00,2364156.607,0,72482.76,148176,,,,,
 01/28  04:00:00,2364809.868,0,72482.76,148176,,,,,
 01/28  05:00:00,2345963.59,0,72482.76,148176,,,,,
 01/28  06:00:00,2298504.586,0,72482.76,148176,,,,,
 01/28  07:00:00,2246658.605,0,72482.76,148176,,,,,
 01/28  08:00:00,2195576.405,0,72482.76,148176,,,,,
 01/28  09:00:00,2119959.932,0,72482.76,148176,,,,,
 01/28  10:00:00,1962543.801,0,72482.76,148176,,,,,
 01/28  11:00:00,1649759.025,0,72482.76,148176,,,,,
 01/28  12:00:00,1202081.202,0,72482.76,148176,,,,,
 01/28  13:00:00,750991.9061,0,72482.76,148176,,,,,
 01/28  14:00:00,60862.21532,0,72482.76,148176,,,,,
 01/28  15:00:00,0,0,72482.76,148176,,,,,
 01/28  16:00:00,0,0,72482.76,148176,,,,,
 01/28  17:00:00,0,0,72482.76,148176,,,,,
 01/28  18:00:00,0,0,72482.76,148176,,,,,
 01/28  19:00:00,200424.4691,0,72482.76,148176,,,,,
 01/28  20:00:00,929983.7997,0,72482.76,148176,,,,,
 01/28  21:00:00,1185170.801,0,72482.76,148176,,,,,
 01/28  22:00:00,1377216.992,0,72482.76,148176,,,,,
 01/28  23:00:00,1539547.899,0,72482.76,148176,,,,,
 01/28  24:00:00,1690975.907,0,72482.76,148176,,,,,
 01/29  01:00:00,1775705.695,0,72482.76,197568,,,,,
 01/29  02:00:00,1876653.089,0,72482.76,197568,,,,,
 01/29  03:00:00,1986351.734,0,72482.76,197568,,,,,
 01/29  04:00:00,2096148.023,0,72482.76,197568,,,,,
 01/29  05:00:00,2217264.174,0,72482.76,197568,,,,,
 01/29  06:00:00,8970147.563,0,144965.52,197568,,,,,
 01/29  07:00:00,6238134.66,0,144965.52,197568,,,,,
 01/29  08:00:00,5057419.49,0,434896.56,197568,,,,,
 01/29  09:00:00,5603828.324,0,1304689.68,444528,,,,,
 01/29  10:00:00,4347624.711,0,1304689.68,444528,,,,,
 01/29  11:00:00,2924630.64,0,1304689.68,444528,,,,,
 01/29  12:00:00,1870986.829,0,1304689.68,444528,,,,,
 01/29  13:00:00,858102.2736,0,1304689.68,395136,,,,,
 01/29  14:00:00,1644059.727,0,1304689.68,444528,,,,,
 01/29  15:00:00,1435015.647,0,1304689.68,444528,,,,,
 01/29  16:00:00,1334932.11,0,1304689.68,444528,,,,,
 01/29  17:00:00,1776405.9,0,1304689.68,444528,,,,,
 01/29  18:00:00,2100385.384,0,1014758.64,395136,,,,,
 01/29  19:00:00,2163805.644,0,724827.6,296352,,,,,
 01/29  20:00:00,0,0,724827.6,296352,,,,,
 01/29  21:00:00,0,0,434896.56,246960,,,,,
 01/29  22:00:00,0,0,434896.56,246960,,,,,
 01/29  23:00:00,0,0,144965.52,197568,,,,,
 01/29  24:00:00,573465.0419,0,72482.76,197568,,,,,
 01/30  01:00:00,1300433.224,0,72482.76,197568,,,,,
 01/30  02:00:00,1694508.559,0,72482.76,197568,,,,,
 01/30  03:00:00,1739951.151,0,72482.76,197568,,,,,
 01/30  04:00:00,2063664.388,0,72482.76,197568,,,,,
 01/30  05:00:00,2170691.406,0,72482.76,197568,,,,,
 01/30  06:00:00,8614281.493,0,144965.52,197568,,,,,
 01/30  07:00:00,6032398.428,0,144965.52,197568,,,,,
 01/30  08:00:00,4798712.501,0,434896.56,197568,,,,,
 01/30  09:00:00,4725735.178,0,1304689.68,444528,,,,,
 01/30  10:00:00,4039855.961,0,1304689.68,444528,,,,,
 01/30  11:00:00,3419394.698,0,1304689.68,444528,,,,,
 01/30  12:00:00,2776155.236,0,1304689.68,444528,,,,,
 01/30  13:00:00,1405294.871,0,1304689.68,395136,,,,,
 01/30  14:00:00,1726226.886,0,1304689.68,444528,,,,,
 01/30  15:00:00,1553357.389,0,1304689.68,444528,,,,,
 01/30  16:00:00,1632164.771,0,1304689.68,444528,,,,,
 01/30  17:00:00,1960888.631,0,1304689.68,444528,,,,,
 01/30  18:00:00,2168974.877,0,1014758.64,395136,,,,,
 01/30  19:00:00,2167467.961,0,724827.6,296352,,,,,
 01/30  20:00:00,0,0,724827.6,296352,,,,,
 01/30  21:00:00,0,0,434896.56,246960,,,,,
 01/30  22:00:00,0,0,434896.56,246960,,,,,
 01/30  23:00:00,208818.8107,0,144965.52,197568,,,,,
 01/30  24:00:00,946770.743,0,72482.76,197568,,,,,
 01/31  01:00:00,1195212.549,0,72482.76,197568,,,,,
 01/31  02:00:00,1442825.684,0,72482.76,197568,,,,,
 01/31  03:00:00,1591601.302,0,72482.76,197568,,,,,
 01/31  04:00:00,1658725.906,0,72482.76,197568,,,,,
 01/31  05:00:00,1738771.481,0,72482.76,197568,,,,,
 01/31  06:00:00,8324553.587,0,144965.52,197568,,,,,
 01/31  07:00:00,5601478.615,0,144965.52,197568,,,,,
 01/31  08:00:00,4348685.443,0,434896.56,197568,,,,,
 01/31  09:00:00,4534616.745,0,1304689.68,444528,,,,,
 01/31  10:00:00,4230113.746,0,1304689.68,444528,,,,,
 01/31  11:00:00,3721910.377,0,1304689.68,444528,,,,,
 01/31  12:00:00,2908887.428,0,1304689.68,444528,,,,,
 01/31  13:00:00,1728408.518,0,1304689.68,395136,,,,,
 01/31  14:00:00,2255894.656,0,1304689.68,444528,,,,,
 01/31  15:00:00,2148398.034,0,1304689.68,444528,,,,,
 01/31  16:00:00,2162434.252,0,1304689.68,444528,,,,,
 01/31  17:00:00,2294655.045,0,1304689.68,444528,,,,,
 01/31  18:00:00,2197517.25,0,1014758.64,395136,,,,,
 01/31  19:00:00,2087322.885,0,724827.6,296352,,,,,
 01/31  20:00:00,0,0,724827.6,296352,,,,,
 01/31  21:00:00,0,0,434896.56,246960,,,,,
 01/31  22:00:00,0,0,434896.56,246960,,,,,
 01/31  23:00:00,0,0,144965.52,197568,,,,,
 01/31  24:00:00,386929.3202,0,72482.76,197568,,,,,
 02/01  01:00:00,903979.9033,0,72482.76,197568,,,,,
 02/01  02:00:00,1210214.812,0,72482.76,197568,,,,,
 02/01  03:00:00,1477870.573,0,72482.76,197568,,,,,
 02/01  04:00:00,1649077.597,0,72482.76,197568,,,,,
 02/01  05:00:00,1746364.806,0,72482.76,197568,,,,,
 02/01  06:00:00,8292898.655,0,144965.52,197568,,,,,
 02/01  07:00:00,5390198.752,0,144965.52,197568,,,,,
 02/01  08:00:00,3984122.452,0,434896.56,197568,,,,,
 02/01  09:00:00,3558693.065,0,1304689.68,444528,,,,,
 02/01  10:00:00,2220731.385,0,1304689.68,444528,,,,,
 02/01  11:00:00,631530.8937,0,1304689.68,444528,,,,,
 02/01  12:00:00,0,0,1304689.68,444528,,,,,
 02/01  13:00:00,0,0,1304689.68,395136,,,,,
 02/01  14:00:00,0,0,1304689.68,444528,,,,,
 02/01  15:00:00,0,0,1304689.68,444528,,,,,
 02/01  16:00:00,0,0,1304689.68,444528,,,,,
 02/01  17:00:00,0,0,1304689.68,444528,,,,,
 02/01  18:00:00,0,0,1014758.64,395136,,,,,
 02/01  19:00:00,98676.51841,0,724827.6,296352,,,,,
 02/01  20:00:00,0,0,724827.6,296352,,,,,
 02/01  21:00:00,0,0,434896.56,246960,,,,,
 02/01  22:00:00,0,0,434896.56,246960,,,,,
 02/01  23:00:00,0,0,144965.52,197568,,,,,
 02/01  24:00:00,0,0,72482.76,197568,,,,,
 02/02  01:00:00,347969.8994,0,72482.76,197568,,,,,
 02/02  02:00:00,907893.528,0,72482.76,197568,,,,,
 02/02  03:00:00,1186275.008,0,72482.76,197568,,,,,
 02/02  04:00:00,1440863.333,0,72482.76,197568,,,,,
 02/02  05:00:00,1615457.359,0,72482.76,197568,,,,,
 02/02  06:00:00,8172782.987,0,144965.52,197568,,,,,
 02/02  07:00:00,5462137.454,0,144965.52,197568,,,,,
 02/02  08:00:00,4235483.104,0,434896.56,197568,,,,,
 02/02  09:00:00,4517309.361,0,1304689.68,444528,,,,,
 02/02  10:00:00,3993534.843,0,1304689.68,444528,,,,,
 02/02  11:00:00,3646234.077,0,1304689.68,444528,,,,,
 02/02  12:00:00,3390146.021,0,1304689.68,444528,,,,,
 02/02  13:00:00,2338460.895,0,1304689.68,395136,,,,,
 02/02  14:00:00,3123929.223,0,1304689.68,444528,,,,,
 02/02  15:00:00,3079189.302,0,1304689.68,444528,,,,,
 02/02  16:00:00,3083386.313,0,1304689.68,444528,,,,,
 02/02  17:00:00,3157549.558,0,1304689.68,444528,,,,,
 02/02  18:00:00,2946244.273,0,1014758.64,395136,,,,,
 02/02  19:00:00,2734736.947,0,724827.6,296352,,,,,
 02/02  20:00:00,0,0,724827.6,296352,,,,,
 02/02  21:00:00,0,0,434896.56,246960,,,,,
 02/02  22:00:00,0,0,434896.56,246960,,,,,
 02/02  23:00:00,394968.1452,0,144965.52,197568,,,,,
 02/02  24:00:00,1102650.556,0,72482.76,197568,,,,,
 02/03  01:00:00,1408306.842,0,72482.76,148176,,,,,
 02/03  02:00:00,1717500.537,0,72482.76,148176,,,,,
 02/03  03:00:00,1923829.605,0,72482.76,148176,,,,,
 02/03  04:00:00,2049196.975,0,72482.76,148176,,,,,
 02/03  05:00:00,2123461.497,0,72482.76,148176,,,,,
 02/03  06:00:00,2179183.884,0,72482.76,148176,,,,,
 02/03  07:00:00,8997005.203,0,144965.52,197568,,,,,
 02/03  08:00:00,5868401.992,0,144965.52,197568,,,,,
 02/03  09:00:00,5029404.933,0,724827.6,246960,,,,,
 02/03  10:00:00,4263243.634,0,724827.6,246960,,,,,
 02/03  11:00:00,3828494.076,0,724827.6,246960,,,,,
 02/03  12:00:00,3521925.487,0,724827.6,246960,,,,,
 02/03  13:00:00,3263913.354,0,724827.6,246960,,,,,
 02/03  14:00:00,2754842.679,0,724827.6,246960,,,,,
 02/03  15:00:00,1500000.263,0,217448.28,172872,,,,,
 02/03  16:00:00,847307.3783,0,217448.28,172872,,,,,
 02/03  17:00:00,982492.257,0,217448.28,172872,,,,,
 02/03  18:00:00,0,0,72482.76,148176,,,,,
 02/03  19:00:00,0,0,72482.76,148176,,,,,
 02/03  20:00:00,0,0,72482.76,148176,,,,,
 02/03  21:00:00,54663.89155,0,72482.76,148176,,,,,
 02/03  22:00:00,769690.1828,0,72482.76,148176,,,,,
 02/03  23:00:00,1205974.601,0,72482.76,148176,,,,,
 02/03  24:00:00,1520793.259,0,72482.76,148176,,,,,
 02/04  01:00:00,1763116.276,0,72482.76,148176,,,,,
 02/04  02:00:00,1905836.278,0,72482.76,148176,,,,,
 02/04  03:00:00,1978573.052,0,72482.76,148176,,,,,
 02/04  04:00:00,2010640.685,0,72482.76,148176,,,,,
 02/04  05:00:00,2047142.812,0,72482.76,148176,,,,,
 02/04  06:00:00,2100484.735,0,72482.76,148176,,,,,
 02/04  07:00:00,2151617.725,0,72482.76,148176,,,,,
 02/04  08:00:00,2140837.02,0,72482.76,148176,,,,,
 02/04  09:00:00,2067696.833,0,72482.76,148176,,,,,
 02/04  10:00:00,1947350.797,0,72482.76,148176,,,,,
 02/04  11:00:00,1814836.966,0,72482.76,148176,,,,,
 02/04  12:00:00,1699182.641,0,72482.76,148176,,,,,
 02/04  13:00:00,1809921.85,0,72482.76,148176,,,,,
 02/04  14:00:00,1801990.387,0,72482.76,148176,,,,,
 02/04  15:00:00,1623817.318,0,72482.76,148176,,,,,
 02/04  16:00:00,1806730.843,0,72482.76,148176,,,,,
 02/04  17:00:00,1898853.839,0,72482.76,148176,,,,,
 02/04  18:00:00,1808658.589,0,72482.76,148176,,,,,
 02/04  19:00:00,2010181.315,0,72482.76,148176,,,,,
 02/04  20:00:00,2059877.691,0,72482.76,148176,,,,,
 02/04  21:00:00,1908249.011,0,72482.76,148176,,,,,
 02/04  22:00:00,1857102.542,0,72482.76,148176,,,,,
 02/04  23:00:00,1826630.548,0,72482.76,148176,,,,,
 02/04  24:00:00,1803620.737,0,72482.76,148176,,,,,
 02/05  01:00:00,1757804.398,0,72482.76,197568,,,,,
 02/05  02:00:00,1759587.875,0,72482.76,197568,,,,,
 02/05  03:00:00,1775076.467,0,72482.76,197568,,,,,
 02/05  04:00:00,1799473.014,0,72482.76,197568,,,,,
 02/05  05:00:00,1829871.391,0,72482.76,197568,,,,,
 02/05  06:00:00,8380092.613,0,144965.52,197568,,,,,
 02/05  07:00:00,5539501.741,0,144965.52,197568,,,,,
 02/05  08:00:00,4249293.157,0,434896.56,197568,,,,,
 02/05  09:00:00,4400168.922,0,1304689.68,444528,,,,,
 02/05  10:00:00,3763605.636,0,1304689.68,444528,,,,,
 02/05  11:00:00,3421609.783,0,1304689.68,444528,,,,,
 02/05  12:00:00,3226365.379,0,1304689.68,444528,,,,,
 02/05  13:00:00,2256167.854,0,1304689.68,395136,,,,,
 02/05  14:00:00,3033668.04,0,1304689.68,444528,,,,,
 02/05  15:00:00,2939868.903,0,1304689.68,444528,,,,,
 02/05  16:00:00,2887397.836,0,1304689.68,444528,,,,,
 02/05  17:00:00,2916311.491,0,1304689.68,444528,,,,,
 02/05  18:00:00,2698312.948,0,1014758.64,395136,,,,,
 02/05  19:00:00,2495842.468,0,724827.6,296352,,,,,
 02/05  20:00:00,0,0,724827.6,296352,,,,,
 02/05  21:00:00,0,0,434896.56,246960,,,,,
 02/05  22:00:00,0,0,434896.56,246960,,,,,
 02/05  23:00:00,109770.6516,0,144965.52,197568,,,,,
 02/05  24:00:00,815624.4958,0,72482.76,197568,,,,,
 02/06  01:00:00,1126891.727,0,72482.76,197568,,,,,
 02/06  02:00:00,1416384.445,0,72482.76,197568,,,,,
 02/06  03:00:00,1640465.104,0,72482.76,197568,,,,,
 02/06  04:00:00,1784256.291,0,72482.76,197568,,,,,
 02/06  05:00:00,1858610.444,0,72482.76,197568,,,,,
 02/06  06:00:00,8415533.809,0,144965.52,197568,,,,,
 02/06  07:00:00,5567185.378,0,144965.52,197568,,,,,
 02/06  08:00:00,4310154.369,0,434896.56,197568,,,,,
 02/06  09:00:00,4639017.481,0,1304689.68,444528,,,,,
 02/06  10:00:00,4135118.419,0,1304689.68,444528,,,,,
