HOY,xP,yP,zP,xV,yV,zV,,,
6129,153954.4034,-84441.67659,95747.81945,-0.769772017,0.422208383,-0.478739097,-200000.00000,-200000,-200000
6130,115843.7179,-110667.1302,119720.5885,-0.57921859,0.553335651,-0.598602943,-200000.00000,-200000,-200000
6131,69833.0323,-128728.3962,136207.0028,-0.349165161,0.643641981,-0.681035014,-200000.00000,-200000,-200000
6132,19059.20309,-137396.2516,144079.8973,-0.095296015,0.686981258,-0.720399487,-200000.00000,-200000,-200000
6133,-33016.02874,-136081.9013,142799.3627,0.165080144,0.680409507,-0.713996813,-200000.00000,-200000,-200000
6134,-82842.05891,-124877.1482,132449.5796,0.414210295,0.624385741,-0.662247898,-200000.00000,-200000,-200000
6135,-127021.509,-104548.1592,113733.1028,0.635107545,0.522740796,-0.568665514,-200000.00000,-200000,-200000
6136,-162541.8769,-76483.25014,87922.98158,0.812709385,0.382416251,-0.439614908,-200000.00000,-200000,-200000
6137,-186980.9544,-42598.24932,56775.97956,0.934904772,0.212991247,-0.283879898,-200000.00000,-200000,-200000
6138,-198672.0026,-5205.888623,22412.81079,0.993360013,0.026029443,-0.112064054,-200000.00000,-200000,-200000
6151,196833.341,-16212.17067,31524.61573,-0.984166705,0.081060853,-0.157623079,-200000.00000,-200000,-200000
6152,181517.1593,-52972.29506,65157.17034,-0.907585796,0.264861475,-0.325785852,-200000.00000,-200000,-200000
6153,153824.073,-85558.64886,94962.47777,-0.769120365,0.427793244,-0.474812389,-200000.00000,-200000,-200000
6154,115641.8607,-111751.8146,118905.391,-0.578209303,0.558759073,-0.594526955,-200000.00000,-200000,-200000
6155,69573.54854,-129768.2079,135350.4103,-0.347867743,0.64884104,-0.676752051,-200000.00000,-200000,-200000
6156,18759.95143,-138381.7034,143173.2111,-0.093799757,0.691908517,-0.715866056,-200000.00000,-200000,-200000
6157,-33334.46042,-137007.2549,141837.3218,0.166672302,0.685036274,-0.709186609,-200000.00000,-200000,-200000
6158,-83157.76991,-125740.8077,131430.7216,0.41578885,0.628704039,-0.657153608,-200000.00000,-200000,-200000
6159,-127312.792,-105352.7797,112659.8633,0.63656396,0.526763898,-0.563299317,-200000.00000,-200000,-200000
6160,-162788.7109,-77235.55393,86801.52549,0.813943554,0.38617777,-0.434007627,-200000.00000,-200000,-200000
6161,-187166.3801,-43308.56231,55615.7764,0.935831901,0.216542812,-0.278078882,-200000.00000,-200000,-200000
6162,-198783.2886,-5887.429332,21225.98247,0.993916443,0.029437147,-0.106129912,-200000.00000,-200000,-200000
6175,196858.2191,-17350.70349,30753.77476,-0.984291095,0.086753517,-0.153768874,-200000.00000,-200000,-200000
6176,181458.4712,-54107.60935,64383.14871,-0.907292356,0.270538047,-0.321915744,-200000.00000,-200000,-200000
6177,153685.8802,-86674.84889,94170.70038,-0.768429401,0.433374244,-0.470853502,-200000.00000,-200000,-200000
6178,115433.6904,-112834.3317,118082.4996,-0.577168452,0.564171659,-0.590412498,-200000.00000,-200000,-200000
6179,69309.73705,-130804.8019,134485.1819,-0.346548685,0.654024009,-0.672425909,-200000.00000,-200000,-200000
6180,18458.65674,-139363.3034,142257.329,-0.092293284,0.696816517,-0.711286645,-200000.00000,-200000,-200000
6181,-33652.5084,-137928.5824,140865.9463,0.168262542,0.689642912,-0.704329732,-200000.00000,-200000,-200000
6182,-83470.69563,-126600.738,130402.8225,0.417353478,0.63300369,-0.652014112,-200000.00000,-200000,-200000
6183,-127599.079,-106154.4181,111578.2889,0.637995395,0.530772091,-0.557891445,-200000.00000,-200000,-200000
6184,-163028.681,-77986.02102,85672.80608,0.815143405,0.389930105,-0.42836403,-200000.00000,-200000,-200000
6185,-187343.5466,-44018.50278,54449.67374,0.936717733,0.220092514,-0.272248369,-200000.00000,-200000,-200000
6186,-198885.4884,-6570.278989,20034.81776,0.994427442,0.032851395,-0.100174089,-200000.00000,-200000,-200000
6199,196873.7898,-18491.39041,29979.64901,-0.984368949,0.092456952,-0.149898245,-200000.00000,-200000,-200000
6200,181390.9587,-55243.29739,63604.23104,-0.906954793,0.276216487,-0.318021155,-200000.00000,-200000,-200000
6201,153539.9543,-87789.79547,93372.55618,-0.767699771,0.438948977,-0.466862781,-200000.00000,-200000,-200000
6202,115219.412,-113914.2328,117252.0134,-0.57609706,0.569571164,-0.586260067,-200000.00000,-200000,-200000
6203,69041.86441,-131837.7754,133611.4589,-0.345209322,0.659188877,-0.668057294,-200000.00000,-200000,-200000
6204,18155.62882,-140340.7052,141332.4436,-0.090778144,0.701703526,-0.706662218,-200000.00000,-200000,-200000
6205,-33969.84096,-138845.5997,139885.4865,0.169849205,0.694227999,-0.699427433,-200000.00000,-200000,-200000
6206,-83780.50529,-127456.7196,129366.1918,0.418902526,0.637283598,-0.646830959,-200000.00000,-200000,-200000
6207,-127880.0627,-106952.9171,110488.7464,0.639400314,0.534764586,-0.552443732,-200000.00000,-200000,-200000
6208,-163261.5251,-78734.54953,84537.24101,0.816307626,0.393672748,-0.422686205,-200000.00000,-200000,-200000
6209,-187512.2545,-44728.01379,53278.13063,0.937561272,0.223640069,-0.266390653,-200000.00000,-200000,-200000
6210,-198978.4794,-7254.412007,18839.80455,0.994892397,0.03627206,-0.094199023,-200000.00000,-200000,-200000
6223,196880.0212,-19633.73064,29202.29224,-0.984400106,0.098168653,-0.146011461,-200000.00000,-200000,-200000
6224,181314.6773,-56378.8606,62820.47332,-0.906573387,0.281894303,-0.314102367,-200000.00000,-200000,-200000
6225,153386.4348,-88903.009,92568.11868,-0.766932174,0.444515045,-0.462840593,-200000.00000,-200000,-200000
6226,114999.2394,-114991.0728,116414.0375,-0.574996197,0.574955364,-0.582070187,-200000.00000,-200000,-200000
6227,68770.2039,-132866.7306,132729.39,-0.34385102,0.664333653,-0.66364695,-200000.00000,-200000,-200000
6228,17851.18168,-141313.568,140398.7565,-0.089255908,0.70656784,-0.701993782,-200000.00000,-200000,-200000
6229,-34286.12502,-139758.0294,138896.2017,0.171430625,0.698790147,-0.694481008,-200000.00000,-200000,-200000
6230,-84086.86966,-128308.5395,128321.1481,0.420434348,0.641542697,-0.64160574,-200000.00000,-200000,-200000
6231,-128155.4405,-107748.1253,109391.611,0.640777203,0.538740627,-0.546958055,-200000.00000,-200000,-200000
6232,-163486.988,-79481.04249,83395.25551,0.81743494,0.397405212,-0.416976278,-200000.00000,-200000,-200000
6233,-187672.3135,-45437.04179,52101.61222,0.938361567,0.227185209,-0.260508061,-200000.00000,-200000,-200000
6234,-199062.1493,-7939.804304,17641.43518,0.995310746,0.039699022,-0.088207176,-200000.00000,-200000,-200000
6247,196876.8922,-20777.22103,28421.75913,-0.984384461,0.103886105,-0.142108796,-200000.00000,-200000,-200000
6248,181229.6938,-57513.80024,62031.93434,-0.906148469,0.287569001,-0.310159672,-200000.00000,-200000,-200000
6249,153225.4715,-90014.01175,91757.46605,-0.766127357,0.450070059,-0.45878733,-200000.00000,-200000,-200000
6250,114773.3948,-116064.4101,115568.6833,-0.573866974,0.58032205,-0.577843417,-200000.00000,-200000,-200000
6251,68495.03527,-133891.2749,131839.1317,-0.342475176,0.669456375,-0.659195658,-200000.00000,-200000,-200000
6252,17545.63318,-142281.5576,139456.4775,-0.087728166,0.711407788,-0.697282388,-200000.00000,-200000,-200000
6253,-34601.02645,-140665.6007,137898.3602,0.173005132,0.703328004,-0.689491801,-200000.00000,-200000,-200000
6254,-84389.46137,-129155.9914,127268.0191,0.421947307,0.645779957,-0.636340096,-200000.00000,-200000,-200000
6255,-128424.9144,-108539.8974,108287.2663,0.642124572,0.542699487,-0.541436331,-200000.00000,-200000,-200000
6256,-163704.8213,-80225.40775,82247.2822,0.818524107,0.401127039,-0.411236411,-200000.00000,-200000,-200000
6257,-187823.5422,-46145.5365,50920.58963,0.939117711,0.230727682,-0.254602948,-200000.00000,-200000,-200000
6258,-199136.3962,-8626.433157,16440.20615,0.995681981,0.043132166,-0.082201031,-200000.00000,-200000,-200000
6271,196864.3931,-21921.35641,27638.10531,-0.984321965,0.109606782,-0.138190527,-200000.00000,-200000,-200000
6272,181136.0856,-58647.61767,61238.67587,-0.905680428,0.293238088,-0.306193379,-200000.00000,-200000,-200000
6273,153057.2239,-91122.32818,90940.68137,-0.765286119,0.455611641,-0.454703407,-200000.00000,-200000,-200000
6274,114542.109,-117133.8071,114716.069,-0.572710545,0.585669035,-0.573580345,-200000.00000,-200000,-200000
6275,68216.6445,-134911.0212,130940.8483,-0.341083222,0.674555106,-0.654704242,-200000.00000,-200000,-200000
6276,17239.30484,-143244.346,138505.8255,-0.086196524,0.71622173,-0.692529128,-200000.00000,-200000,-200000
6277,-34914.21037,-141568.0496,136892.2396,0.174571052,0.707840248,-0.684461198,-200000.00000,-200000,-200000
6278,-84687.95524,-129998.8757,126207.1414,0.423439776,0.649994379,-0.631035707,-200000.00000,-200000,-200000
6279,-128688.1912,-109328.0939,107176.1043,0.643440956,0.546640469,-0.535880522,-200000.00000,-200000,-200000
6280,-163914.7843,-80967.55795,81093.7609,0.819573921,0.40483779,-0.405468805,-200000.00000,-200000,-200000
6281,-187965.7688,-46853.45076,49735.53967,0.939828844,0.234267254,-0.248677698,-200000.00000,-200000,-200000
6282,-199201.1288,-9314.277049,15236.61789,0.996005644,0.046571385,-0.076183089,-200000.00000,-200000,-200000
6295,196842.5251,-23065.62985,26851.38761,-0.984212626,0.115328149,-0.134256938,-200000.00000,-200000,-200000
6296,181033.9414,-59779.81467,60440.76281,-0.905169707,0.298899073,-0.302203814,-200000.00000,-200000,-200000
6297,152881.8616,-92227.48517,90117.85266,-0.764409308,0.461137426,-0.450589263,-200000.00000,-200000,-200000
6298,114305.6211,-118198.8306,113856.3192,-0.571528105,0.590994153,-0.569281596,-200000.00000,-200000,-200000
6299,67935.32355,-135925.5879,130034.7121,-0.339676618,0.67962794,-0.650173561,-200000.00000,-200000,-200000
6300,16932.52147,-144201.6117,137547.0279,-0.084662607,0.721008059,-0.68773514,-200000.00000,-200000,-200000
6301,-35225.34149,-142465.1188,135878.1264,0.176126707,0.712325594,-0.679390632,-200000.00000,-200000,-200000
6302,-84982.02857,-130836.9994,125138.8605,0.424910143,0.654184997,-0.625694303,-200000.00000,-200000,-200000
6303,-128944.983,-110112.5813,106058.5253,0.644724915,0.550562907,-0.530292626,-200000.00000,-200000,-200000
6304,-164116.6437,-81707.41039,79935.13843,0.820583218,0.408537052,-0.399675692,-200000.00000,-200000,-200000
6305,-188098.8308,-47560.74044,48546.94462,0.940494154,0.237803702,-0.242734723,-200000.00000,-200000,-200000
6306,-199256.2667,-10003.31552,14031.17449,0.996281334,0.050016578,-0.070155872,-200000.00000,-200000,-200000
6319,196811.3009,-24209.533,26061.66411,-0.984056505,0.121047665,-0.130308321,-200000.00000,-200000,-200000
6320,180923.3606,-60909.89373,59638.26331,-0.904616803,0.304549469,-0.298191317,-200000.00000,-200000,-200000
6321,152699.5641,-93329.01234,89289.07308,-0.763497821,0.466645062,-0.446445365,-200000.00000,-200000,-200000
6322,114064.178,-119259.0518,112989.5653,-0.57032089,0.596295259,-0.564947826,-200000.00000,-200000,-200000
6323,67651.37013,-136934.5993,129120.9032,-0.338256851,0.684672996,-0.645604516,-200000.00000,-200000,-200000
6324,16625.61092,-145153.04,136580.3208,-0.083128055,0.7257652,-0.682901604,-200000.00000,-200000,-200000
6325,-35534.08437,-143356.5584,134856.3161,0.177670422,0.716782792,-0.674281581,-200000.00000,-200000,-200000
6326,-85271.36147,-131670.1761,124063.5306,0.426356807,0.658350881,-0.620317653,-200000.00000,-200000,-200000
6327,-129195.0077,-110893.2322,104934.9372,0.645975038,0.554466161,-0.524674686,-200000.00000,-200000,-200000
6328,-164310.1742,-82444.88702,78771.8684,0.821550871,0.412224435,-0.393859342,-200000.00000,-200000,-200000
6329,-188222.5753,-48267.36432,47355.292,0.941112877,0.241336822,-0.23677646,-200000.00000,-200000,-200000
6330,-199301.7402,-10693.52899,12824.38344,0.996508701,0.053467645,-0.064121917,-200000.00000,-200000,-200000
6343,196770.7443,-25352.55635,25268.99438,-0.983853721,0.126762782,-0.126344972,-200000.00000,-200000,-200000
6344,180804.4532,-62037.35836,58831.24897,-0.904022266,0.310186792,-0.294156245,-200000.00000,-200000,-200000
6345,152510.5205,-94426.44235,88454.44102,-0.762552602,0.472132212,-0.442272205,-200000.00000,-200000,-200000
6346,113818.0347,-120314.0465,112115.9453,-0.569090174,0.601570232,-0.560579727,-200000.00000,-200000,-200000
6347,67365.08741,-137937.6855,128199.6096,-0.336825437,0.689688428,-0.640998048,-200000.00000,-200000,-200000
6348,16318.90375,-146098.3229,135605.9491,-0.081594519,0.730491614,-0.678029745,-200000.00000,-200000,-200000
6349,-35840.10384,-144242.1253,133827.1133,0.179200519,0.721210626,-0.669135567,-200000.00000,-200000,-200000
6350,-85555.6372,-132498.2265,122981.5146,0.427778186,0.662491132,-0.614907573,-200000.00000,-200000,-200000
6351,-129437.9885,-111669.9248,103805.7562,0.647189943,0.558349624,-0.519028781,-200000.00000,-200000,-200000
6352,-164495.1587,-83179.91427,77604.41103,0.822475794,0.415899571,-0.388022055,-200000.00000,-200000,-200000
6353,-188336.8596,-48973.28392,46161.07428,0.941684298,0.24486642,-0.230805371,-200000.00000,-200000,-200000
6354,-199337.4904,-11384.89863,11616.75531,0.996687452,0.056924493,-0.058083777,-200000.00000,-200000,-200000
6367,196720.8903,-26494.18954,24473.43955,-0.983604451,0.132470948,-0.122367198,-200000.00000,-200000,-200000
6368,180677.3405,-63161.71337,58019.79492,-0.903386702,0.315808567,-0.290098975,-200000.00000,-200000,-200000
6369,152314.9292,-95519.31111,87614.06026,-0.761574646,0.477596556,-0.438070301,-200000.00000,-200000,-200000
6370,113567.4537,-121363.3955,111235.6044,-0.567837269,0.606816978,-0.556178022,-200000.00000,-200000,-200000
6371,67076.78371,-138934.4832,127271.0276,-0.335383919,0.694672416,-0.636355138,-200000.00000,-200000,-200000
6372,16012.73292,-147037.1593,134624.1663,-0.080063665,0.735185797,-0.673120832,-200000.00000,-200000,-200000
6373,-36143.06524,-145121.5834,132790.8312,0.180715326,0.725607917,-0.663954156,-200000.00000,-200000,-200000
6374,-85834.54247,-133320.9777,121893.1837,0.429172712,0.666604888,-0.609465918,-200000.00000,-200000,-200000
6375,-129673.6554,-112442.5433,102671.4058,0.648368277,0.562212716,-0.513357029,-200000.00000,-200000,-200000
6376,-164671.3885,-83912.42298,76433.23287,0.823356942,0.419562115,-0.382166164,-200000.00000,-200000,-200000
6377,-188441.5508,-49678.46339,44964.78865,0.942207754,0.248392317,-0.224823943,-200000.00000,-200000,-200000
6378,-199363.4697,-12077.40617,10408.80351,0.996817349,0.060387031,-0.052044018,-200000.00000,-200000,-200000
6391,196661.7853,-27633.92171,23675.06253,-0.983308926,0.138169609,-0.118375313,-200000.00000,-200000,-200000
6392,180542.1539,-64282.46518,57203.98003,-0.90271077,0.321412326,-0.2860199,-200000.00000,-200000,-200000
6393,152112.9982,-96607.15811,86768.04005,-0.760564991,0.483035791,-0.4338402,-200000.00000,-200000,-200000
6394,113312.7048,-122406.685,110348.6946,-0.566563524,0.612033425,-0.551743473,-200000.00000,-200000,-200000
6395,66786.77229,-139924.6351,126335.3614,-0.333933861,0.699623175,-0.631676807,-200000.00000,-200000,-200000
6396,15707.43348,-147969.2554,133635.2348,-0.078537167,0.739846277,-0.668176174,-200000.00000,-200000,-200000
6397,-36442.63478,-145994.7042,131747.7921,0.182213174,0.729973521,-0.658738961,-200000.00000,-200000,-200000
6398,-86107.76776,-134138.2637,120798.9178,0.430538839,0.670691319,-0.603994589,-200000.00000,-200000,-200000
6399,-129901.7442,-113210.9775,101532.3172,0.649508721,0.566054888,-0.507661586,-200000.00000,-200000,-200000
6400,-164838.6632,-84642.34831,75258.80662,0.824193316,0.423211742,-0.376294033,-200000.00000,-200000,-200000
6401,-188536.5262,-50382.86933,43766.93674,0.942682631,0.251914347,-0.218834684,-200000.00000,-200000,-200000
6402,-199379.6416,-12771.03372,9201.043973,0.996898208,0.063855169,-0.04600522,-200000.00000,-200000,-200000
6415,196593.4868,-28771.24176,22873.92812,-0.982967434,0.143856209,-0.114369641,-200000.00000,-200000,-200000
6416,180399.0358,-65399.12215,56383.88699,-0.901995179,0.326995611,-0.281919435,-200000.00000,-200000,-200000
6417,151904.9447,-97689.52671,85916.49529,-0.759524723,0.488447634,-0.429582476,-200000.00000,-200000,-200000
6418,113054.0651,-123443.5064,109455.3749,-0.565270325,0.617217532,-0.547276875,-200000.00000,-200000,-200000
6419,66495.37099,-140907.7907,125392.8234,-0.332476855,0.704538953,-0.626964117,-200000.00000,-200000,-200000
6420,15403.34223,-148894.3244,132639.4255,-0.077016711,0.744471622,-0.663197127,-200000.00000,-200000,-200000
6421,-36738.47991,-146861.266,130698.3268,0.1836924,0.73430633,-0.653491634,-200000.00000,-200000,-200000
6422,-86375.00766,-134949.9253,119699.1049,0.431875038,0.674749627,-0.598495524,-200000.00000,-200000,-200000
6423,-130121.9977,-113975.1231,100388.9287,0.650609989,0.569875616,-0.501944644,-200000.00000,-200000,-200000
6424,-164996.7917,-85369.6296,74081.61086,0.824983959,0.426848148,-0.370408054,-200000.00000,-200000,-200000
6425,-188621.6738,-51086.47067,42568.02435,0.943108369,0.255432353,-0.212840122,-200000.00000,-200000,-200000
6426,-199385.9806,-13465.7636,7993.994867,0.996929903,0.067328818,-0.039969974,-200000.00000,-200000,-200000
6439,196516.0638,-29905.63874,22070.10318,-0.982580319,0.149528194,-0.110350516,-200000.00000,-200000,-200000
6440,180248.1388,-66511.19486,55559.60251,-0.901240694,0.332555974,-0.277798013,-200000.00000,-200000,-200000
6441,151690.9945,-98765.96436,85059.54657,-0.758454973,0.493829822,-0.425297733,-200000.00000,-200000,-200000
6442,112791.8183,-124473.4568,108555.8118,-0.563959092,0.622367284,-0.542779059,-200000.00000,-200000,-200000
6443,66202.90191,-141883.6063,124443.634,-0.33101451,0.709418031,-0.62221817,-200000.00000,-200000,-200000
6444,15100.79736,-149812.087,131637.018,-0.075503987,0.749060435,-0.65818509,-200000.00000,-200000,-200000
6445,-37030.26964,-147721.0549,129642.7749,0.185151348,0.738605274,-0.648213874,-200000.00000,-200000,-200000
6446,-86635.96117,-135755.81,118594.141,0.433179806,0.67877905,-0.592970705,-200000.00000,-200000,-200000
6447,-130334.1658,-114734.8814,99241.68591,0.651670829,0.573674407,-0.49620843,-200000.00000,-200000,-200000
6448,-165145.5916,-86094.21023,72902.12979,0.825727958,0.430471051,-0.364510649,-200000.00000,-200000,-200000
6449,-188696.8917,-51789.2385,41368.56114,0.943484458,0.258946192,-0.206842806,-200000.00000,-200000,-200000
6450,-199382.4726,-14161.5782,6788.176284,0.996912363,0.070807891,-0.033940881,-200000.00000,-200000,-200000
6463,196429.5961,-31036.60209,21263.6568,-0.982147981,0.15518301,-0.106318284,-200000.00000,-200000,-200000
6464,180089.6259,-67618.19641,54731.21743,-0.900448129,0.338090982,-0.273656087,-200000.00000,-200000,-200000
6465,151471.3827,-99836.02295,84197.32035,-0.757356913,0.499180115,-0.420986602,-200000.00000,-200000,-200000
6466,112526.255,-125496.1394,107650.1785,-0.562631275,0.627480697,-0.538250893,-200000.00000,-200000,-200000
6467,65909.69115,-142851.745,123488.022,-0.329548456,0.714258725,-0.61744011,-200000.00000,-200000,-200000
6468,14800.13814,-150722.2712,130628.3005,-0.074000691,0.753611356,-0.653141502,-200000.00000,-200000,-200000
6469,-37317.67488,-148573.864,128581.4843,0.186588374,0.74286932,-0.642907421,-200000.00000,-200000,-200000
6470,-86890.33206,-136555.7719,117484.4302,0.43445166,0.68277886,-0.587422151,-200000.00000,-200000,-200000
6471,-130538.0054,-115490.159,98091.04101,0.652690027,0.577450795,-0.490455205,-200000.00000,-200000,-200000
6472,-165284.89,-86816.03754,71720.85299,0.82642445,0.434080188,-0.358604265,-200000.00000,-200000,-200000
6473,-188762.0889,-52491.14587,40169.06035,0.943810444,0.262455729,-0.200845302,-200000.00000,-200000,-200000
6474,-199369.1147,-14858.45971,5584.109925,0.996845573,0.074292299,-0.02792055,-200000.00000,-200000,-200000
6487,196334.175,-32163.62205,20454.66043,-0.981670875,0.16081811,-0.102273302,-200000.00000,-200000,-200000
6488,179923.6704,-68719.64278,53898.82688,-0.899618352,0.343598214,-0.269494134,-200000.00000,-200000,-200000
6489,151246.3524,-100899.259,83329.94904,-0.756231762,0.504496295,-0.416649745,-200000.00000,-200000,-200000
6490,112257.6718,-126511.1633,106738.656,-0.561288359,0.632555816,-0.53369328,-200000.00000,-200000,-200000
6491,65616.06843,-143811.8771,122526.224,-0.328080342,0.719059385,-0.61263112,-200000.00000,-200000,-200000
6492,14501.70457,-151624.6124,129613.5698,-0.072508523,0.758123062,-0.648067849,-200000.00000,-200000,-200000
6493,-37600.3688,-149419.4938,127514.8115,0.188001844,0.747097469,-0.637574057,-200000.00000,-200000,-200000
6494,-87137.82916,-137349.6719,116370.3843,0.435689146,0.68674836,-0.581851922,-200000.00000,-200000,-200000
6495,-130733.2811,-116240.8681,96937.45296,0.653666406,0.581204341,-0.484687265,-200000.00000,-200000,-200000
6496,-165414.5234,-87535.06263,70538.27511,0.827072617,0.437675313,-0.352691376,-200000.00000,-200000,-200000
6497,-188817.1851,-53192.16767,38970.03851,0.944085926,0.265960838,-0.194850193,-200000.00000,-200000,-200000
6498,-199345.9155,-15556.39001,4382.318785,0.996729577,0.07778195,-0.021911594,-200000.00000,-200000,-200000
6511,196229.9027,-33286.18996,19643.18807,-0.981149514,0.16643095,-0.09821594,-200000.00000,-200000,-200000
6512,179750.4554,-69815.0531,53062.53041,-0.898752277,0.349075265,-0.265312652,-200000.00000,-200000,-200000
6513,151016.1555,-101955.2341,82457.57112,-0.755080777,0.50977617,-0.412287856,-200000.00000,-200000,-200000
6514,111986.3716,-127518.1441,105821.4321,-0.559931858,0.63759072,-0.529107161,-200000.00000,-200000,-200000
6515,65322.36673,-144763.6801,121558.4852,-0.326611834,0.723818401,-0.607792426,-200000.00000,-200000,-200000
6516,14205.83694,-152518.854,128593.1311,-0.071029185,0.76259427,-0.642965655,-200000.00000,-200000,-200000
6517,-37878.02719,-150257.7524,126443.1212,0.189390136,0.751288762,-0.632215606,-200000.00000,-200000,-200000
6518,-87378.16672,-138137.3775,115252.4226,0.436890834,0.690686888,-0.576262113,-200000.00000,-200000,-200000
6519,-130919.7653,-116986.9264,95781.38705,0.654598826,0.584934632,-0.478906935,-200000.00000,-200000,-200000
6520,-165534.338,-88251.24024,69354.89562,0.82767169,0.441256201,-0.346774478,-200000.00000,-200000,-200000
6521,-188862.111,-53892.28039,37772.0151,0.944310555,0.269461402,-0.188860076,-200000.00000,-200000,-200000
6522,-199312.8948,-16255.3504,3183.32682,0.996564474,0.081276752,-0.015916634,-200000.00000,-200000,-200000
6535,196116.8924,-34403.7986,18829.31643,-0.980584462,0.172018993,-0.094146582,-200000.00000,-200000,-200000
6536,179570.1742,-70903.94998,52222.43214,-0.897850871,0.35451975,-0.261112161,-200000.00000,-200000,-200000
6537,150781.0514,-103003.5149,81580.33122,-0.753905257,0.515017575,-0.407901656,-200000.00000,-200000,-200000
6538,111712.6628,-128516.7039,104898.7026,-0.558563314,0.642583519,-0.524493513,-200000.00000,-200000,-200000
6539,65028.92199,-145706.8391,120585.0586,-0.32514461,0.728534195,-0.602925293,-200000.00000,-200000,-200000
6540,13912.87556,-153404.7469,127567.298,-0.069564378,0.767023734,-0.63783649,-200000.00000,-200000,-200000
6541,-38150.32885,-151088.4552,125366.7864,0.190751644,0.755442276,-0.626833932,-200000.00000,-200000,-200000
6542,-87611.06473,-138918.7627,114130.9718,0.438055324,0.694593813,-0.570654859,-200000.00000,-200000,-200000
6543,-131097.2384,-117728.2566,94623.3147,0.655486192,0.588641283,-0.473116573,-200000.00000,-200000,-200000
6544,-165644.1898,-88964.52857,68171.21849,0.828220949,0.444822643,-0.340856092,-200000.00000,-200000,-200000
6545,-188896.8083,-54591.46195,36575.51222,0.944484042,0.27295731,-0.182877561,-200000.00000,-200000,-200000
6546,-199270.0838,-16955.32148,1987.658614,0.996350419,0.084776607,-0.009938293,-200000.00000,-200000,-200000
6559,195995.2682,-35515.94255,18013.1251,-0.979976341,0.177579713,-0.090065625,-200000.00000,-200000,-200000
6560,179383.0294,-71985.85985,51378.6409,-0.896915147,0.359929299,-0.256893205,-200000.00000,-200000,-200000
6561,150541.3079,-104043.6737,80698.38025,-0.75270654,0.520218369,-0.403491901,-200000.00000,-200000,-200000
6562,111436.8591,-129506.4716,103970.6701,-0.557184295,0.647532358,-0.519853351,-200000.00000,-200000,-200000
6563,64736.0727,-146641.0464,119606.2055,-0.323680363,0.733205232,-0.598031028,-200000.00000,-200000,-200000
6564,13623.1603,-154282.0496,126536.3927,-0.068115801,0.771410248,-0.632681963,-200000.00000,-200000,-200000
6565,-38416.95591,-151911.4249,124286.1878,0.19208478,0.759557125,-0.621430939,-200000.00000,-200000,-200000
6566,-87836.24923,-139693.708,113006.4656,0.439181246,0.69846854,-0.565032328,-200000.00000,-200000,-200000
6567,-131265.4893,-118464.7865,93463.71318,0.656327447,0.592323932,-0.467318566,-200000.00000,-200000,-200000
6568,-165743.9452,-89674.88913,66987.75188,0.828719726,0.448374446,-0.334938759,-200000.00000,-200000,-200000
6569,-188921.2296,-55289.69154,35381.05428,0.944606148,0.276448458,-0.176905271,-200000.00000,-200000,-200000
6570,-199217.5251,-17656.28285,795.8390376,0.996087626,0.088281414,-0.003979195,-200000.00000,-200000,-200000
6583,195865.165,-36622.11851,17194.69669,-0.979325825,0.183110593,-0.085973483,-200000.00000,-200000,-200000
6584,179189.2333,-73060.31325,50531.27038,-0.895946167,0.365301566,-0.252656352,-200000.00000,-200000,-200000
6585,150297.1998,-105075.2886,79811.87548,-0.751485999,0.525376443,-0.399059377,-200000.00000,-200000,-200000
6586,111159.2793,-130487.0832,103037.5453,-0.555796397,0.652435416,-0.515187726,-200000.00000,-200000,-200000
6587,64444.15951,-147566.0024,118622.1954,-0.322220798,0.737830012,-0.593110977,-200000.00000,-200000,-200000
6588,13337.03023,-155150.5288,125500.7452,-0.066685151,0.775752644,-0.627503726,-200000.00000,-200000,-200000
6589,-38677.59424,-152726.4919,123201.7141,0.193387971,0.76363246,-0.616008571,-200000.00000,-200000,-200000
6590,-88053.45268,-140462.1004,111879.3449,0.440267263,0.702310502,-0.559396725,-200000.00000,-200000,-200000
6591,-131424.3155,-119196.4489,92303.06532,0.657121577,0.595982245,-0.461515327,-200000.00000,-200000,-200000
6592,-165833.4804,-90382.28654,65805.00785,0.829167402,0.451911433,-0.329025039,-200000.00000,-200000,-200000
6593,-188935.339,-55986.94935,34189.16764,0.944676695,0.279934747,-0.170945838,-200000.00000,-200000,-200000
6607,195726.7283,-37721.82572,16374.11706,-0.978633641,0.188609129,-0.081870585,-200000.00000,-200000,-200000
6608,178989.0074,-74126.84516,49680.43923,-0.894945037,0.370634226,-0.248402196,-200000.00000,-200000,-200000
6609,150049.0093,-106097.9435,78920.98064,-0.750245047,0.530489718,-0.394604903,-200000.00000,-200000,-200000
6610,110880.247,-131458.1818,102099.5459,-0.554401235,0.657290909,-0.510497729,-200000.00000,-200000,-200000
6611,64153.52488,-148481.4151,117633.3057,-0.320767624,0.742407076,-0.588166528,-200000.00000,-200000,-200000
6612,13054.82322,-156009.9588,124460.694,-0.065274116,0.780049794,-0.62230347,-200000.00000,-200000,-200000
6613,-38931.93383,-153533.4938,122113.7618,0.194659669,0.767667469,-0.610568809,-200000.00000,-200000,-200000
6614,-88262.41426,-141223.8332,110750.0571,0.441312071,0.706119166,-0.553750286,-200000.00000,-200000,-200000
6615,-131573.5233,-119923.1815,91141.85925,0.657867616,0.599615908,-0.455709296,-200000.00000,-200000,-200000
